OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length,Shape__Length_2,SEGTYPE,Shape__Length_3,Shape__Length_4,DONOTUSE
6689,0138_010.6,0,1.0918,1.0107,1.0324,1.02155,1104,10915.3,13793.9,15414.9,16620.2,20918.9,24522.9,9998,12634,14119,15223,19160,22461,11000,13500,15000,16500,20500,23500,45,UDOT,UDOT,0.0,0,0,500,500,0,0,0,0,0,0,0,0,0,Smoothing. Makes sense to have a bump in volume in 2023 with the construction of Midvalley Highway.,,0,,0,0,0,0,0,0,0,0,Tooele,,,,,831.9534710259229,0
6690,0138_011.0,0,1.0918,1.0107,1.0324,1.02155,-4,12125.8,15049.0,16866.3,18208.8,22999.3,27306.2,11106,13784,15448,16678,21065,25010,11000,14000,15500,16500,21000,25000,45,UDOT,UDOT,0.0,0,0,500,1000,0,0,0,0,0,0,0,0,0,Smoothing. Makes sense to have a bump in volume in 2023 with the construction of Midvalley Highway.,,0,,0,0,0,0,0,0,0,0,Tooele,,,,,2587.6045318908177,0
6691,0138_012.2,0,0.9593,0.9859,1.003,0.99445,-4610,9704.4,12675.6,14676.0,16601.1,22794.7,28551.5,10116,13213,15299,17305,23762,29763,5500,8600,10500,12500,19000,25000,45,UDOT,UDOT,4500.0,0,-100,0,0,0,0,0,0,0,0,0,0,0,Increased it to be consistent with the surrounding segments.,,0,,0,0,0,0,0,1,0,0,Tooele,,,,,2149.090486810513,0
6692,0138_013.2,0,0.9593,0.9859,1.003,0.99445,1315,8916.5,11530.7,13212.0,14625.6,19796.4,24340.3,9295,12020,13773,15246,20636,25373,10500,13500,15000,16500,22000,26500,45,UDOT,UDOT,-3500.0,0,-500,0,0,0,0,0,0,0,0,0,0,0,Reduced the same than northeast segment based on the Avenue counts. Smoothing.,,0,,0,0,0,0,0,0,0,0,Tooele,,,,,2770.887936446618,0
6693,0138_014.5,0,0.9593,0.9859,1.003,0.99445,1174,9051.5,12260.2,14745.5,16623.5,22796.8,28243.6,9436,12780,15371,17329,23764,29442,10500,14000,16500,18500,25000,30500,45,UDOT,UDOT,-3500.0,0,-500,0,0,0,0,0,0,0,0,0,0,0,"Significant growth expected in Grantsville. Decreased overall volume based on counts from Avenue (2022/02/08 = 7,891). Smoothing.",,0,,0,0,0,0,0,0,0,0,Tooele,,,,,1718.6062174432993,0
6694,0138_015.3,0,0.9593,0.9859,1.003,0.99445,532,9667.8,2069.9,2446.6,2784.2,3812.8,4693.3,10078,2158,2550,2902,3975,4892,10500,2700,3100,3400,4500,5400,45,UDOT,UDOT,0.0,0,1000,900,900,700,700,0,0,0,0,0,0,0,Match the future forecast to the seg 0138_017.8,,0,,0,1,0,0,1,0,0,0,Tooele,,,,,2275.098563484543,0
6695,0138_016.4,0,0.9593,0.9859,1.003,0.99445,532,9667.8,2069.9,2446.6,2784.2,3812.8,4693.3,10078,2158,2550,2902,3975,4892,10500,2700,3100,3400,4500,5400,45,UDOT,UDOT,0.0,0,1000,900,900,700,700,0,0,0,0,0,0,0,Match the future forecast to the seg 0138_017.8,,0,,0,1,0,0,1,0,0,0,Tooele,,,,,2894.160625606929,0
6696,0138_017.8,0,1.0918,1.0107,1.0324,1.02155,1755,9667.8,2069.9,2446.6,2784.2,3812.8,4693.3,8855,1896,2241,2550,3492,4299,10500,3700,4000,4300,5200,6100,45,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"looks good. Counts from Avenue (2022/02/08 = 3,317).",,0,,0,1,0,0,1,0,0,0,Tooele,,,,,889.297016718057,0
6697,0138_018.2,0,1.0918,1.0107,1.0324,1.02155,-1144,12833.2,5000.4,5050.5,5263.9,6455.9,7372.3,11754,4580,4626,4821,5913,6752,10500,3400,3500,3700,4800,5600,45,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Looks good.,,0,,0,1,0,0,1,0,0,0,Tooele,,,,,4745.101931315972,0
6698,0139_000.0,0,1.0918,1.0107,1.0324,1.02155,-733,2404.0,2448.4,2468.8,2463.6,2457.4,2563.3,2202,2243,2261,2256,2251,2348,1500,1500,1500,1500,1500,1600,7,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Carbon,,,,,2972.9662246239777,0
6699,0142_000.0,2,0.984,1.0276,1.0316,1.0296,-858,1728.7,1719.3,2025.8,2208.7,2518.1,2809.3,1757,1747,2059,2245,2559,2855,900,900,1200,1400,1700,2000,5,UDOT,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,0,0,0,Cache,,,,,675.8694951095176,0
6700,0142_000.3,2,0.984,1.0276,1.0316,1.0296,-755,1645.8,1648.5,1932.3,2120.2,2402.5,2670.5,1673,1675,1964,2155,2442,2714,900,900,1200,1400,1700,2000,5,UDOT,Cache,0.0,0,0,0,-100,-200,-300,0,0,0,0,0,0,0,Jeff Smoothing,,0,,0,1,0,0,0,0,0,0,Cache,,,,,4795.249774503312,0
6701,0142_002.5,2,0.984,1.0276,1.0316,1.0296,-580,1474.2,1475.8,1738.7,1935.3,2196.0,2422.6,1498,1500,1767,1967,2232,2462,900,900,1200,1400,1700,1900,5,UDOT,Cache,0.0,0,0,0,-200,-300,-400,0,0,0,0,0,0,0,Jeff Smoothing,,0,,0,1,0,0,0,0,0,0,Cache,,,,,4384.123345754325,0
6702,0142_004.6,2,1.0918,1.0107,1.0324,1.02155,31,1061.3,1072.0,1281.6,1418.0,1627.3,1773.3,972,982,1174,1299,1490,1624,1000,1000,1200,1300,1500,1700,5,UDOT,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Cache,,,,,930.383780788424,0
6703,0142_005.0,2,0.984,1.0276,1.0316,1.0296,203,322.5,320.4,351.8,365.9,404.4,440.6,328,326,358,372,411,448,550,550,550,600,600,650,5,UDOT,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Cache,,,,,1493.623122413098,0
6704,0142_005.7,2,0.984,1.0276,1.0316,1.0296,306,285.4,305.5,338.1,377.9,373.6,451.1,290,310,344,384,380,458,600,600,650,700,700,750,5,UDOT,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeff,,0,,0,0,0,0,0,0,0,0,Cache,,,,,6120.953305920017,0
6705,0142_008.5,2,0.984,1.0276,1.0316,1.0296,272,319.3,356.3,387.3,432.5,433.7,540.9,324,362,394,440,441,550,600,650,650,700,700,800,5,UDOT,Cache,0.0,0,0,0,0,200,200,0,0,0,0,0,0,0,Jeff,,0,,0,0,0,0,0,0,0,0,Cache,,,,,2704.1076938671313,0
6706,0142_009.8,2,0.984,1.0276,1.0316,1.0296,376,436.2,412.5,491.2,529.1,660.3,729.7,443,419,499,538,671,742,800,800,900,900,1000,1100,5,UDOT,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeff,,0,,0,1,0,0,0,0,0,0,Cache,,,,,3390.3914914803786,0
6707,0142_011.3,2,0.984,1.0276,1.0316,1.0296,490,382.1,355.2,443.1,602.4,1733.0,1912.6,388,361,450,612,1761,1944,900,850,950,1100,2300,2400,5,UDOT,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040 bump from Wester art,,0,,0,1,0,0,0,0,0,0,Cache,,,,,3973.426826439029,0
6708,0142_013.2,2,0.984,1.0276,1.0316,1.0296,-258,1117.5,1103.1,1275.4,1395.7,2859.8,3435.8,1136,1121,1296,1418,2906,3492,900,850,1000,1200,2600,3200,5,UDOT,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bump must be from Western Art,,0,,0,1,0,0,0,1,0,0,Cache,,,,,8424.999042905176,0
6709,0142_017.1,2,1.0918,1.0107,1.0324,1.02155,615,1778.0,1749.0,2055.0,2192.0,4165.0,5136.0,1629,1602,1882,2008,3815,4704,2200,2200,2500,2600,4400,5300,5,UDOT,Cache,0.0,0,0,0,0,-700,-800,0,0,0,0,0,0,0,Jeff Smoothing,,0,,0,1,0,0,0,0,0,0,Cache,,,,,552.3220650540917,0
6710,0143_000.0,5,0.9593,0.9859,1.003,0.99445,-3433,7223.4,7869.9,8861.5,8312.9,8943.3,9340.5,7530,8204,9237,8666,9323,9737,4100,4800,5800,5200,5900,6300,21,UDOT,Iron,0.0,0,-500,-1100,-200,-200,0,0,0,0,0,0,0,0,smoothing.,,0,,0,0,0,0,0,0,0,0,Iron,,,,,3085.2607941740116,0
6711,0143_001.5,5,1.0918,1.0107,1.0324,1.02155,-600,4687.0,5006.7,5534.8,5016.4,5290.5,5463.4,4293,4586,5069,4595,4846,5004,3700,4000,4500,4000,4200,4400,21,UDOT,Iron,0.0,0,-200,-600,0,0,0,0,0,0,0,0,0,0,smoothing.,,0,,0,0,0,0,0,0,0,0,Iron,,,,,1779.6692704183663,0
6712,0143_002.4,5,1.0918,1.0107,1.0324,1.02155,621,3354.0,3538.0,3885.0,3505.0,3725.0,3872.0,3072,3241,3558,3210,3412,3546,3700,3900,4200,3800,4000,4200,21,UDOT,Iron,0.0,0,-100,-300,200,100,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Iron,,,,,461.31868262912417,0
6713,0143_002.7,5,0.8535,0.7083,1.1599,0.9341,47,2540.5,2699.1,2932.8,2909.0,3285.8,3583.6,2977,3162,3436,3408,3850,4199,3000,3200,3500,3500,3900,4200,21,UDOT,Iron,-1700.0,0,0,-100,0,0,0,0,0,0,0,0,0,0,Most of the people going up the canyon use 200 S. Rather than Center Street.,,0,,0,0,0,0,0,0,0,0,Iron,,,,,1357.7851725390933,0
6714,0143_003.3,5,0.8535,0.7083,1.1599,0.9341,-1278,1929.1,2059.8,2244.3,2346.8,2705.6,3009.8,2260,2413,2630,2750,3170,3526,1000,1100,1400,1500,1900,2200,21,UDOT,Iron,400.0,0,0,-100,0,0,0,0,0,0,0,0,0,0,Approximately half the people coming from Center Street go up the canyon with others coming from Main St.,,0,,0,0,0,1,0,0,0,0,Iron,,,,,6030.182525193944,0
6715,0143_006.3,5,0.8535,0.7083,1.1599,0.9341,-1334,1826.2,1954.9,2134.9,2246.8,2603.0,2923.9,2140,2290,2501,2632,3050,3426,800,950,1200,1300,1700,2100,21,UDOT,Iron,600.0,0,50,0,0,0,0,0,0,0,0,0,0,0,Most of the traffic going up the 143 are heading to Brian Head. Matched east segment.,,0,,0,0,0,1,0,0,0,0,Iron,,,,,15612.339283213027,0
6716,0143_014.1,5,0.8535,0.7083,1.1599,0.9341,-430,1567.0,1671.0,1826.0,1953.0,2295.0,2596.0,1836,1958,2139,2288,2689,3042,1400,1500,1700,1900,2300,2600,21,UDOT,Iron,,0,0,0,0,0,0,0,0,0,0,0,0,0,looks good.,,0,,0,0,0,0,0,0,0,0,Iron,,,,,1028.0675388505774,0
6717,0143_014.6,5,0.8535,0.7083,1.1599,0.9341,418,921.0,986.0,1085.0,1182.0,1558.0,1875.0,1079,1155,1271,1385,1825,2197,1500,1600,1700,1800,2200,2600,21,UDOT,Iron,,0,0,0,0,0,0,0,0,0,0,0,0,0,looks good,,0,,0,0,0,0,0,0,0,0,Iron,,,,,860.966722386638,0
6718,0143_015.0,5,0.8535,0.7083,1.1599,0.9341,401,935.7,1002.1,1047.7,1157.9,1494.6,1790.2,1096,1174,1228,1357,1751,2097,1500,1600,1600,1800,2200,2500,21,UDOT,Iron,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Iron,,,,,1964.0658971184605,0
6719,0143_016.0,5,0.8535,0.7083,1.1599,0.9341,-698,970.0,1034.0,1031.1,1133.8,1449.1,1713.9,1136,1211,1208,1328,1698,2008,450,500,500,650,1000,1300,21,UDOT,Iron,0.0,0,0,50,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,1,0,0,0,0,Iron,,,,,6428.022230554185,0
6720,0143_019.2,5,0.8535,0.7083,1.1599,0.9341,126,392.0,449.0,516.0,563.0,683.0,764.0,459,526,605,660,800,895,600,650,750,800,950,1000,21,UDOT,Iron,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Looks good.,,0,,0,0,0,0,0,0,0,0,Iron,,,,,4302.821785695354,0
6721,0143_021.4,5,0.8535,0.7083,1.1599,0.9341,11,385.6,442.6,511.8,558.1,675.2,760.5,452,519,600,654,791,891,450,550,600,650,800,900,21,UDOT,Iron,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,looks good.,,0,,0,0,0,0,0,0,0,0,Iron,,,,,15295.26133168345,0
6722,0143_029.0,0,0.8535,0.7083,1.1599,0.9341,499,77.6,74.6,97.9,102.2,106.4,110.1,91,87,115,120,125,129,600,600,600,600,600,650,17,UDOT,UDOT,0.0,0,0,50,100,150,200,0,0,0,0,0,0,0,Increased to have some growth to the lake.,,0,,0,0,0,0,0,0,0,0,Garfield,,,,,8874.151178382226,0
6723,0143_033.4,0,0.8535,0.7083,1.1599,0.9341,712,123.6,126.6,172.9,176.1,180.9,189.1,145,148,203,206,212,222,850,850,900,900,900,950,17,UDOT,UDOT,150.0,0,0,50,50,150,200,0,0,0,0,0,0,0,Increased based on R4 planners comment.,,0,,0,1,0,0,0,0,0,0,Garfield,,,,,34868.406260006,0
6724,0143_050.7,0,0.8535,0.7083,1.1599,0.9341,0,1207.2,1325.3,1423.2,1462.9,1548.1,1616.0,1414,1553,1667,1714,1814,1893,1400,1600,1700,1700,1800,1900,17,UDOT,UDOT,0.0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,"The AADT data shows 3,000 in 2019 but it doesn't make sense. Keep it at 1,400 in this area like the model.",,0,AADT data not associated with this segment.,0,0,0,0,0,0,0,1,Garfield,,,,,1090.8715520191915,0
6725,0148_000.0,5,0.8535,0.7083,1.1599,0.9341,-405,879.0,941.0,975.0,1045.0,1218.0,1411.0,1030,1103,1142,1224,1427,1653,600,700,750,800,1000,1200,21,UDOT,Iron,0.0,0,0,50,50,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Iron,,,,,5112.559224563815,0
6726,0149_000.0,0,0.984,1.0276,1.0316,1.0296,753,201.5,170.6,177.8,188.4,221.2,196.2,205,173,181,191,225,199,950,950,950,950,1000,950,47,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,1,0,0,0,Uintah,,,,,5400.634554214578,0
6727,0149_002.5,0,0.984,1.0276,1.0316,1.0296,847,108.8,132.1,151.8,167.7,236.2,321.2,111,134,154,170,240,326,950,1000,1000,1000,1100,1200,47,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Uintah,,,,,3530.424902235136,0
6728,0150_000.0,4,0.7161,0.4261,1.1873,0.8067,-2638,3135.0,3221.0,3409.0,2981.0,3010.0,3599.0,5427,5576,5901,5160,5211,6230,2800,2900,3300,2500,2600,3600,43,UDOT,Summit,0.0,0,0,-300,700,1100,400,0,0,0,0,0,0,0,smoothing and follow 20-year trendline.,,0,,0,0,0,0,0,0,0,0,Summit,,,,,719.0724112040308,0
6729,0150_000.3,4,0.7161,0.4261,1.1873,0.8067,-521,1014.7,1026.6,1051.8,1062.4,995.6,1049.0,1757,1777,1821,1839,1723,1816,1200,1300,1300,1300,1200,1300,43,UDOT,Summit,100.0,0,0,0,0,200,200,0,0,0,0,0,0,0,smoothing.,,0,,0,0,0,0,0,0,0,0,Summit,,,,,6091.271702687755,0
6730,0150_003.2,4,0.7161,0.4261,1.1873,0.8067,228,617.0,627.0,640.0,638.0,518.0,524.0,1068,1085,1108,1104,897,907,1300,1300,1300,1300,1100,1100,43,UDOT,Summit,0.0,0,0,0,0,300,300,0,0,0,0,0,0,0,smoothing.,,0,,0,0,0,0,0,0,0,0,Summit,,,,,3602.303861766742,0
6731,0150_004.9,4,0.7161,0.4261,1.1873,0.8067,951,140.0,146.0,151.0,153.0,0.0,0.0,242,253,261,265,0,0,1200,1200,1200,1200,950,950,43,UDOT,Summit,0.0,0,0,0,0,350,350,0,0,0,0,0,0,0,smoothing.,,0,,0,0,0,0,0,0,0,0,Summit,,,,,20482.06851264772,0
6732,0150_014.6,4,0.7161,0.4261,1.1873,0.8067,280,140.0,146.0,151.0,153.0,0.0,0.0,242,253,261,265,0,0,500,550,550,550,300,300,43,UDOT,Summit,0.0,0,0,0,0,300,300,0,0,0,0,0,0,0,"Added some growth in 2042, 2050.",,0,,0,0,0,0,0,0,0,0,Summit,,,,,21367.11287603141,0
6733,0150_024.7,4,0.7161,0.4261,1.1873,0.8067,280,140.0,146.0,151.0,153.0,0.0,0.0,242,253,261,265,0,0,500,550,550,550,300,300,43,UDOT,Summit,0.0,0,0,0,0,300,300,0,0,0,0,0,0,0,"Added some growth in 2042, 2050.",,0,,0,0,0,0,0,0,0,0,Summit,,,,,9119.742308337036,0
6734,0150_029.0,4,0.7161,0.4261,1.1873,0.8067,447,140.0,146.0,151.0,153.0,0.0,0.0,242,253,261,265,0,0,700,700,700,700,450,450,43,UDOT,Summit,0.0,0,0,0,0,300,300,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Summit,,,,,807.798348783104,0
6735,0150_034.2,4,0.7161,0.4261,1.1873,0.8067,-48,140.3,146.4,151.4,153.6,0.3,0.3,243,253,262,266,1,1,200,200,200,200,-47,-47,43,UDOT,Summit,0.0,0,0,0,0,247,247,0,0,0,0,0,0,0,smoothing.,,0,,0,0,0,0,0,0,0,0,Summit,,,,,26077.186862911367,0
6736,0150_046.5,4,0.7161,0.4261,1.1873,0.8067,26,188.9,198.6,201.2,206.5,12.4,12.4,327,344,348,357,21,21,350,350,350,400,50,50,43,UDOT,Summit,0.0,0,0,0,0,350,350,0,0,0,0,0,0,0,smoothing.,,0,,0,1,0,0,0,0,0,0,Summit,,,,,17654.544815250665,0
6737,0153_000.0,0,1.0918,1.0107,1.0324,1.02155,2933,1715.6,1782.4,1812.4,1865.7,1925.5,2006.0,1571,1633,1660,1709,1764,1837,4500,4600,4600,4600,4700,4800,1,UDOT,UDOT,-1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The AADT here seems very high, reduced by 1,000",,0,,0,0,0,0,0,0,0,0,Beaver,,,,,1158.440983754052,0
6738,0153_000.6,0,1.0918,1.0107,1.0324,1.02155,2834,1823.3,1920.7,1985.8,2058.5,2192.1,2318.2,1670,1759,1819,1885,2008,2123,4500,4600,4700,4700,4800,5000,1,UDOT,UDOT,-2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The AADT here seems very high, reduced by 2000.",,0,,0,0,0,0,0,0,0,0,Beaver,,,,,1129.9953618346694,0
6739,0153_001.1,0,0.9887,1.0469,1.0312,1.03905,1000,667.9,711.6,759.9,796.7,866.3,927.0,676,720,769,806,876,938,1700,1700,1800,1800,1900,1900,1,UDOT,UDOT,-1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The AADT here seems very high, reduced by 1000.",,0,,0,0,0,0,0,0,0,0,Beaver,,,,,4004.7981351213293,0
6740,0153_003.1,0,0.9574,1.0068,1.0295,1.01815,118,127.0,124.0,121.9,124.7,124.3,127.2,133,130,127,130,130,133,250,250,250,250,250,250,1,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Looks good.,,0,,0,1,0,0,1,0,0,0,Beaver,,,,,32402.17235651646,0
6741,0153_018.9,0,0.9574,1.0068,1.0295,1.01815,-8,33.4,32.9,31.0,33.5,32.0,33.1,35,34,32,35,33,35,30,30,20,30,20,30,1,UDOT,UDOT,0.0,0,0,10,0,10,0,0,0,0,0,0,0,0,Looks good.,,0,,0,0,0,0,0,0,0,0,Beaver,,,,,16153.67626931901,0
6742,0153_026.8,0,0.9574,1.0068,1.0295,1.01815,-18,43.0,42.9,41.5,43.4,41.9,43.1,45,45,43,45,44,45,30,30,20,30,30,30,31,UDOT,UDOT,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,Looks good.,,0,,0,0,0,0,0,0,0,0,Piute,,,,,27642.971455241044,0
6743,0153_040.2,0,0.9574,1.0068,1.0295,1.01815,2,201.7,221.4,214.4,221.8,217.2,225.5,211,231,224,232,227,236,200,250,250,250,250,250,31,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Looks good.,,0,,0,0,0,0,0,0,0,0,Piute,,,,,622.0300207589122,0
6744,0155_000.0,0,0.984,1.0276,1.0316,1.0296,432,1401.7,1416.3,1417.9,1427.3,1328.7,1398.2,1424,1439,1441,1451,1350,1421,1900,1900,1900,1900,1800,1900,15,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,looks good.,,0,,0,1,0,0,0,0,0,0,Emery,,,,,7611.69967883488,0
6745,0155_003.6,0,0.984,1.0276,1.0316,1.0296,73,1253.1,1265.7,1277.5,1279.9,1195.2,1268.3,1273,1286,1298,1301,1215,1289,1300,1400,1400,1400,1300,1400,15,UDOT,UDOT,0.0,0,0,0,0,100,0,0,0,0,0,0,0,0,smoothing.,,0,,0,0,0,0,0,0,0,0,Emery,,,,,2098.744078314205,0
6746,0155_004.6,0,0.984,1.0276,1.0316,1.0296,521,1010.0,1021.9,1028.8,1040.2,976.7,1044.9,1026,1039,1046,1057,993,1062,1500,1600,1600,1600,1500,1600,15,UDOT,UDOT,0.0,0,0,0,0,100,0,0,0,0,0,0,0,0,smoothing.,,0,,0,0,0,0,0,0,0,0,Emery,,,,,606.6423062844758,0
6747,0155_004.9,0,0.984,1.0276,1.0316,1.0296,156,758.4,751.0,751.5,752.5,737.8,790.7,771,763,764,765,750,804,950,900,900,900,900,950,15,UDOT,UDOT,0.0,0,50,50,50,50,0,0,0,0,0,0,0,0,smoothing.,,0,,0,0,0,0,0,0,0,0,Emery,,,,,7223.79494983991,0
6748,0155_008.4,0,0.984,1.0276,1.0316,1.0296,109,1353.9,1364.0,1360.1,1346.2,1345.1,1443.6,1376,1386,1382,1368,1367,1467,1500,1500,1500,1500,1500,1600,15,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Looks good.,,0,,0,0,0,0,0,0,0,0,Emery,,,,,4856.47054231202,0
6749,0157_000.0,0,1.0918,1.0107,1.0324,1.02155,1519,1777.7,1834.9,1872.5,1862.7,1868.1,2005.0,1628,1681,1715,1706,1711,1836,3100,3200,3200,3200,3200,3400,7,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Carbon,,,,,412.1512818318341,0
6750,0157_000.2,0,1.0918,1.0107,1.0324,1.02155,1552,1029.3,1037.3,1069.4,1074.9,1070.5,1121.1,943,950,979,985,980,1027,2500,2500,2500,2500,2500,2600,7,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Carbon,,,,,2657.5033456172773,0
6751,0157_001.4,0,1.0918,1.0107,1.0324,1.02155,388,925.7,935.5,947.2,943.1,939.9,963.9,848,857,868,864,861,883,1200,1200,1300,1300,1200,1300,7,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Carbon,,,,,298.45801026723984,0
6752,0157_001.6,0,0.984,1.0276,1.0316,1.0296,968,263.7,262.7,259.5,257.9,252.1,249.4,268,267,264,262,256,253,1200,1200,1200,1200,1200,1200,7,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,1,0,0,0,Carbon,,,,,6747.903097296488,0
6753,0157_004.8,0,0.984,1.0276,1.0316,1.0296,1235,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1200,1200,1200,1200,1200,1200,7,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,1,1,0,0,0,Carbon,,,,,779.3499775740378,0
6754,0158_000.0,0,0.9593,0.9859,1.003,0.99445,989,6545.6,6449.8,6907.1,6963.0,7854.1,8328.9,6823,6723,7200,7258,8187,8682,7800,7700,8200,8200,9200,9700,57,UDOT,UDOT,0.0,0,400,700,1300,1800,2800,0,0,0,0,0,0,0,Increased growth to follow trendline. That seems to be more representative given the skiing and other recreational activities that the model may not capture.,,0,,0,0,0,0,0,0,0,0,Weber,,,,,8235.121536549086,0
6755,0158_003.8,0,0.9593,0.9859,1.003,0.99445,-13,5228.8,5098.9,5418.5,5471.9,6121.6,6372.0,5451,5315,5648,5704,6381,6642,5400,5300,5600,5700,6400,6600,57,UDOT,UDOT,0.0,0,300,500,700,1000,1500,0,0,0,0,0,0,0,Followed overall trendline to account for recreational travel that the model may not account for.,,0,,0,0,0,0,0,0,0,0,Weber,,,,,1069.6556767869317,0
6756,0158_004.3,0,1.0918,1.0107,1.0324,1.02155,1812,1960.2,1881.1,1905.0,1955.9,2164.2,2291.1,1795,1723,1745,1791,1982,2098,3600,3500,3600,3600,3800,3900,57,UDOT,UDOT,0.0,0,400,600,800,1200,1600,0,0,0,0,0,0,0,Increased forecast because there are recreation related activities that the model doesn't account for by the trendlines do.,,0,,0,0,0,0,0,0,0,0,Weber,,,,,5306.123366776426,0
6757,0158_006.8,0,0.9555,0.8719,0.9353,0.9036,3606,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,3600,3600,3600,3600,3600,3600,57,UDOT,UDOT,0.0,0,400,700,900,1400,1900,0,0,0,0,0,0,0,match south segment.,,0,,0,0,0,1,0,0,0,0,Weber,,,,,2901.0162086330834,0
6758,0158_008.2,0,0.9555,0.8719,0.9353,0.9036,2674,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,2700,2700,2700,2700,2700,2700,57,UDOT,UDOT,0.0,0,200,500,700,1100,1500,0,0,0,0,0,0,0,"Followed trendline, model is not representing this segment well (or at all).",,0,,0,0,0,1,0,0,0,0,Weber,,,,,7401.107566522295,0
6759,0159_000.0,0,0.984,1.0276,1.0316,1.0296,42,105.9,114.2,109.4,107.2,104.0,100.6,108,116,111,109,106,102,150,150,150,150,150,150,27,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Looks good.,,0,,0,0,0,0,0,0,0,0,Millard,,,,,16554.90173769856,0
6760,0160_000.0,0,0.9593,0.9859,1.003,0.99445,2163,1518.6,1508.4,1593.5,1667.1,1767.6,1928.6,1583,1572,1661,1738,1843,2010,3700,3700,3800,3900,4000,4200,1,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"do not include in final map, in between ramps.",,0,,0,1,0,0,0,0,0,0,Beaver,,,,,236.35818516490374,1
