Station,Route,Begin MP,End MP,Section Length,Location Description,AADT2022
049-2370,2837PM,0.7300,1.0852,0.3552,400 N (SR 147) via 800 E - 800 N (Rt 2832),"1,010"
049-2375,2839PM,0.0000,1.0370,1.0370,1100 W (Rt 2841) via 400 N - Main St (SR 115)  Payson,505
049-2380,2839PM,1.0370,1.5065,0.4695,Main St (SR 115) via 400 N - 600 E (Rt 2825)  Payson,505
049-2385,2841PM,0.0000,0.3440,0.3440,Utah Ave (Rt 2869) via 1100 W - 400 N (Rt 2839)  Payson,505
049-2390,2841PM,0.3440,0.9319,0.5879,400 N via 1100 W/4050 W - 9600 S (Rt 2856)  Payson,505
049-2395,2843PM,0.0000,0.2340,0.2340,SR 198 via 500 W - 800 S (SR 178)  Payson,505
049-2400,2843PM,0.2340,1.0815,0.8475,800 S (SR 178) via 500 W - Utah Ave (Rt 2869)  Payson,505
049-2405,2844PM,0.0000,0.5078,0.5078,5950 S (Rt 2831) via 300 W - 1600 N (Rt 3070)  Spanish Fork,"3,283"
049-2410,2845PM,0.0000,0.6770,0.6770,Main St (Rt 2846) via 2700 N - 1750 W (Rt 2987)  Spanish Fork,"3,466"
049-2415,2845PM,0.6770,2.3091,1.6321,1750 W (Rt 2987) via 1600 S - SR 51  Springville,"3,466"
049-1720,2846PM,0.0000,2.4633,2.4633,SR 156 Main Street - SR 77 via 150 West,"6,566"
049-2420,2848PM,0.0000,1.3462,1.3462,400 N (Rt 3086) via 400 W/Spring Creek Pl - Mtn Springs Pkwy  Springville,"1,485"
049-2425,2848PM,1.3462,1.5720,0.2258,Spring Creek Pl via Mtn Springs Pkwy - 1400 N (SR 75)  Springville,"1,485"
049-2430,2848PM,1.5720,2.8303,1.2583,1400 N (SR 75) via Mtn Spring Pkwy - State St (SR 89)  Springville,"1,485"
049-2435,2849PM,0.0000,0.6040,0.6040,Main St (SR 156) via 1000 N - SR 6  Spanish Fork,"3,216"
049-2440,2849PM,0.6040,1.7488,1.1448,SR 6 via Chapple Dr - 1600 S (Rt 2845)  Spanish Fork,"1,071"
049-2445,2849PM,2.2986,2.5718,0.2732,1600 S (Rt 2845) via 1200 W - 1300 S  Springville,505
049-2450,2849PM,4.9654,5.0813,0.1159,Begin Pavement via Mtn Springs Pkwy - Spring Creek Pl (Rt 2848)  Springville,505
049-2455,2851PM,0.0000,1.4040,1.4040,SR 6 via 400 W/800 S - State St (SR 141)  Genola,505
049-2460,2851PM,1.4040,2.0532,0.6492,State St (SR 141) via 800 S - SR 6  Genola,505
049-2465,2852PM,0.0000,0.8890,0.8890,SR via 800 E - State Rd (SR 141)  Genola,449
049-2470,2852PM,0.8890,3.5790,2.6900,State Rd via 800 E/1600 N - Main St (Rt 2823)  Genola,449
049-2475,2853PM,0.0000,1.0566,1.0566,1550 W (SR 115) via 900 S/West Park Dr - Volunteer Dr (Rt 3061)  Spanish Fork,505
049-2480,2854PM,0.0000,2.0137,2.0137,Main St (SR 6) via Center St - Rural Boundary  Spanish Fork,"2,204"
049-2485,2854PM,3.8370,5.0286,1.1916,Begin near Railroad via 12400 S - SR 198  Spring Lake,"2,204"
049-1721,2855PM,0.0000,1.3660,1.3660,Jct FAI 15 - Utah Avenue via American Way in Payson,"3,577"
049-1722,2856PM,0.0000,2.9765,2.9765,Jct SR 147 - SR 115 Via 9600 South Payson,"1,594"
049-2490,2857PM,0.0000,0.8012,0.8012,SR 164 northwesterly via Del Monte Rd - West Park Dr (Rt 2853)  Spanish Fork,505
049-1724,2859PM,0.0000,0.9130,0.9130,Jct SR 198 - 700 South via Main Street,"3,754"
049-3235,2859PM,0.9130,2.0986,1.1856,800 S (Rt 2829) southerly via Main St - 1800 S  Payson,505
049-1725,2860PM,0.0000,0.3730,0.3730,SR 89 - 400 East via 800 South Springville,"4,467"
049-1615,2860PM,0.3730,0.7350,0.3620,400 East via 800 South,"4,764"
049-1730,2860PM,0.7350,1.7131,0.9781,800 East - 1700 East via 900 South,"1,667"
049-1670,2862PM,0.0000,0.5750,0.5750,SR 115 via 600 North Payson,"3,425"
049-1671,2862PM,0.5750,4.0440,3.4690,700 East - SR 164 via Arrowhead Trail,"1,638"
049-2495,2864PM,0.0000,3.9149,3.9149,Main St (SR 198) via River Bottom Rd - Powerhouse Rd (Rt 2866)  Spanish Fork,983
049-1010,2865PM,0.0000,2.1044,2.1044,1700 E via Canyon Rd - Hobble Creek Canyon,"2,332"
049-2500,2866PM,0.0000,4.0674,4.0674,SR 198 via 1100 N/Powerhouse Rd - SR 6  Spanish Fork,184
049-1045,2868PM,0.0000,1.4603,1.4603,SR 115 (3200 West) - SR 64 at I 15 Benjamin via 8000 S,"1,084"
049-2215,2869PM,0.0000,2.9237,2.9237,Jct SR 147-Jct SR 198 via 10400 South & Utah Ave Payson,"3,500"
049-1675,2870PM,0.0000,1.0750,1.0750,Main Street (SR 198) via 300 South - Goosenest Dr Payson,"3,122"
049-3240,2870PM,1.0750,4.7292,3.6542,Goosenest Dr (Rt 2877) via Salem Canal Rd - Woodlane Hills Dr (Rt 2872),505
049-2505,2871PM,0.0000,0.2883,0.2883,I-15 westerly via Summit Ridge Pkwy - S Ridge Farms Rd (Rt 1826)  Santaquin,"1,010"
049-2510,2871PM,0.2883,3.5736,3.2853,S Ridge Farms Rd westerly via Summit Ridge Pkwy - Flagstone Dr Santaquin,"1,010"
049-1052,2872PM,0.0000,0.7740,0.7740,SR 198 southerly via 1600 W - Salem Canal Rd,"4,308"
049-1047,2872PM,0.7740,1.4830,0.7090,Salem Canal Rd southerly via 1600 W - 11200 S,"3,644"
049-1048,2872PM,1.4830,3.4930,2.0100,Elk Ridge Dr via 11200 S - Woodland Hills Dr,982
049-1935,2872PM,3.4930,6.5370,3.0440,11200 S via Woodland Hills Dr - 8800 S,"4,897"
049-1049,2872PM,6.5370,7.2750,0.7380,8800 S via Woodland Hills Dr - SR 198,"4,546"
049-2290,2872PM,7.2750,8.0322,0.7572,SR 198 via Mill Rd - SR 164,"2,609"
049-2515,2873PM,0.0000,0.8650,0.8650,800 S (SR 178) via 800 W - 700 W  Payson,"1,010"
049-2520,2873PM,0.8650,1.3859,0.5209,700 W via 100 S - 100 W (SR 198)  Payson,"1,010"
049-2030,2875PM,0.0000,3.6191,3.6191,Jct SR 92 - SR 92 in Lehi,"3,935"
049-2035,2877PM,0.0000,2.4891,2.4891,Jct Salem Road - 11200 South via Gooseneck Drive,"1,174"
049-1050,2878PM,0.0000,2.8140,2.8140,SR 68 via 400 South Saratoga Springs,"1,330"
049-1055,2878PM,2.8140,3.5820,0.7680,Pioneer Crossing via 9550 West,"2,807"
049-1056,2878PM,3.5820,4.8840,1.3020,Main Street (Route 2895),"2,163"
049-1057,2878PM,4.8840,5.3100,0.4260,1500 N via 2300 W - SR 85 2100 N  Lehi,"1,087"
049-1058,2878PM,5.3100,6.7470,1.4370,SR 85 via 2300 W - Thanksgiving Way,"1,082"
049-2295,2878PM,6.7470,7.0964,0.3494,SR 92 via Triumph Blvd - Traverse Mountain Blvd,"1,087"
049-2040,2879PM,0.0000,0.4235,0.4235,2100 N (SR 85) - SR 92 via Thanksgiving Way,"5,960"
049-2045,2880PM,0.0000,2.5800,2.5800,Saratoga Springs Rd (2300 W) - SR 145 Pioneer Crossing,517
049-2050,2880PM,2.5800,3.5613,0.9813,SR 145 Pioneer Crossing via 500 W - Main St  Lehi,"1,028"
049-2054,2881PM,0.0000,9.6780,9.6780,Jct SR 73 via Eagle Mountain Blvd,"1,677"
049-2055,2881PM,9.6780,11.8740,2.1960,Ranches Pkwy via Pony Express Pkwy - 800 W,"18,295"
049-2285,2881PM,11.8740,12.8575,0.9835,800 W via Pony Express Pkwy - SR 68 Redwood Rd,"18,295"
049-2060,2882PM,0.0000,1.9735,1.9735,Jct 9550 West - Center Street via 700 South,858
049-2525,2883PM,7.4384,7.9340,0.4956,Pony Express Pkwy (Rt 2881) via Foothill Blvd - 400 N  Saratoga Springs,"1,010"
049-2530,2883PM,7.9340,9.0853,1.1513,400 N (Rt 2885) via Foothill Blvd - SR 73  Saratoga Springs,"1,010"
049-2535,2884PM,0.0000,0.7036,0.7036,Main St (Rt 2895) via Center St - State St (SR 89)  Lehi,"1,662"
049-2540,2885PM,0.0000,1.0090,1.0090,Foothill Blvd (Rt 2883) via 400 N - Redwood Rd (SR 68)  Saratoga Springs,505
049-1120,2886PM,0.0000,0.1960,0.1960,SR 89 at 500 East American Fork,"8,146"
049-1125,2886PM,0.1960,0.6410,0.4450,Main Street via 500 East American Fork,"3,200"
049-1126,2886PM,0.6410,1.2327,0.5917,300 North - 700 North via 500 East American Fork,"2,695"
049-3245,2886PM,2.2908,2.7020,0.4112,100 E (SR 74) westerly via 1120 N - 150 W (Rt 2918)  American Fork,11
049-3250,2886PM,2.7020,3.6610,0.9590,150 W (Rt 2918) westerly via 1120 N - 900 W (Rt 2888)  American Fork,11
049-3255,2886PM,3.6610,4.1621,0.5011,900 W (Rt 2888) westerly via 1120 N/900 N - 1200 E (Rt 2932)  Lehi,11
049-0940,2887PM,0.0000,1.1102,1.1102,Main Street Lehi - SR 89 via 500 West,"6,411"
049-1065,2888PM,0.0000,1.3419,1.3419,SR 89 - 9600 North Highland,"8,876"
049-3260,2888PM,1.3419,2.3453,1.0034,9600 N (Rt 2924) via 6800 W - 10400 N (Rt 2932)  Highland,"1,010"
049-1067,2889PM,0.0000,1.3257,1.3257,SR 73 in Eagle Mountain - Pony Express Parkway,"11,805"
049-3265,2889PM,1.3257,2.6220,1.2963,Pony Express Pkwy southerly via Golden Eagle Rd - Porters Crossing Pkwy,"1,010"
049-3270,2889PM,2.6220,3.4342,0.8122,Golden Eagle Rd via Porters Crossing Pkwy - Pony Express Pkwy,"1,010"
049-1068,2890PM,0.0000,1.6096,1.6096,Jct SR 89 - 500 East via Pacific Drive,"1,028"
049-2545,2891PM,0.0000,0.4030,0.4030,500 W (Rt 2926) via 200 S - Center St (Rt 2880)  Lehi,505
049-2550,2891PM,0.4030,1.1468,0.7438,Center St (Rt 2880) via 200 S - 850 E (Rt 2944)  Lehi,505
049-2555,2893PM,0.0000,2.1910,2.1910,Begin of Road via Pony Express Pkwy - Eagle Mt Blvd (Rt 2881),505
049-2560,2893PM,2.1910,3.3907,1.1997,Pony Express Pkwy via Eagle Mt Blvd (Rt 2881),505
049-1070,2894PM,0.0000,0.5610,0.5610,500 E via 700 N - SR 296 American Fork,"6,099"
049-1073,2894PM,0.5610,0.8750,0.3140,SR 296 via 700 N - 1100 E American Fork,"6,279"
049-1075,2894PM,0.8750,2.2718,1.3968,1100 E/Mt Timpanogos Blvd via 700 N/2600 N - SR 146 American Fork,"6,485"
049-0329,2895PM,0.0000,0.8842,0.8842,SR 145 via Crossroads Blvd - Redwood Rd,"23,686"
049-0330,2895PM,0.8842,2.4590,1.5748,SR 68 Redwood Rd via Main St - 2300 West Lehi,"16,217"
049-0331,2895PM,2.4590,3.4860,1.0270,2300 West via Main St -1100 West Lehi,"16,377"
049-0340,2895PM,3.4860,4.0190,0.5330,1100 West via Main St - 500 West Lehi,"16,446"
049-0341,2895PM,4.0190,5.1458,1.1268,500 West via Main St - 850 East (SR 73) Lehi,"9,055"
049-1170,2896PM,0.0000,0.4994,0.4994,1600 N Orem via 400 W - 200 S Lindon,"6,417"
049-1175,2896PM,0.4994,1.2950,0.7956,2000 North,"4,683"
049-1925,2896PM,1.2950,1.8080,0.5130,400 North via 400 East Lindon,"3,945"
049-1095,2896PM,1.8080,2.3861,0.5781,Murdock Drive - 200 South Pleasant Grove,"1,504"
049-1080,2897PM,0.0000,0.4710,0.4710,SR 89 via Main Street,"6,214"
049-1085,2897PM,0.4710,1.3480,0.8770,500 East,"6,441"
049-1090,2897PM,1.3480,2.8937,1.5457,1100 East - SR 146 via Main Street,"8,073"
049-3275,2897PM,2.8937,4.3163,1.4226,100 E (SR 146) via 1100 N - Grove Creek Dr (Rt 2994)  Pleasant Grove,"2,444"
049-0710,2899PM,0.0000,0.2270,0.2270,SR 89 via 100 E - 200 S (Rt 2990) Pleasant Grove,"11,437"
049-0715,2899PM,0.2270,0.7740,0.5470,200 S via 100 E - 500 N (Rt 2994) Pleasant Grove,"17,255"
049-0720,2899PM,0.7740,1.2210,0.4470,500 N via 100 E - 1100 N (Rt 2897) Pleasant Grove,"17,697"
049-0721,2899PM,1.2210,2.4271,1.2061,1100 N via 100 E - 2600 N (Rt 2894) Pleasant Grove,"15,088"
049-0725,2899PM,2.4271,4.1070,1.6799,2600 N via 100 E - Cedar Hills Dr Pleasant Grove,"9,296"
049-0726,2899PM,4.1070,4.8110,0.7040,Cedar Hills Dr via Canyon Rd - Briggs Blvd Pleasant Grove,"9,168"
049-0730,2899PM,4.8110,5.2968,0.4858,Briggs Blvd (10640 S) via Canyon Rd - SR 92,"8,582"
049-2565,2900PM,0.0000,0.7780,0.7780,Pacific Dr via 400 W/300 N - 100 E (SR 74)  American Fork,"3,398"
049-2570,2900PM,0.7780,2.1900,1.4120,100 E (SR 74) via 300 N - 1100 E (SR 129)  American Fork,"3,398"
049-2575,2900PM,2.1900,3.7351,1.5451,1100 E (SR 129) via 300 N - 100 E (Rt 2899)  American Fork,"5,069"
049-2580,2901PM,0.0000,1.2249,1.2249,Foothill Blvd via Village Pkwy - Redwood Rd (SR 68)  Saratoga Springs,505
049-2585,2902PM,0.0000,0.6140,0.6140,North County Blvd (SR 129) via 1300 W - Pleasant Grove Blvd (Rt 2978),"2,067"
049-2590,2902PM,0.6140,1.1500,0.5360,Pleasant Grove Blvd (Rt 2978) via 1300 W - State St (SR 89),"2,067"
049-2595,2902PM,1.1500,1.6760,0.5260,State St (SR 89) via 1300 W - 1100 N (Rt 2897),"2,067"
049-2600,2902PM,1.6760,2.1930,0.5170,1100 N (Rt 2897) via 1300 W - 1800 N (Rt 2900),"2,067"
049-2605,2902PM,2.1930,2.8022,0.6092,1800 N (Rt 2900) via 1300 W - 2600 N (Rt 2894),"2,067"
049-2610,2903PM,0.0000,0.9164,0.9164,Village Pkwy (Rt 2901) via Wildlife Blvd - Redwood Rd (SR 68),505
049-1098,2906PM,0.0000,0.7133,0.7133,200 S via 1200 E -  Queensland Court Lindon,"2,559"
049-3335,2906PM,1.6869,1.9459,0.2590,Cherokee Dr (1700 E) westerly via Murdock Dr - 1500 E (Rt 2896),"1,010"
049-2225,2906PM,1.9469,2.3116,0.3647,1500 E Westerly via 1000 S - 1150 E Pleasant Grove,"1,047"
049-2235,2906PM,2.8274,3.3065,0.4791,Locust Ave Westerly via 800 N - SR 89,"7,116"
049-2615,2907PM,0.0000,1.0130,1.0130,Proctor Ln (Rt 2902) via Sam White Ln (700 S) - Main St (SR 114),"1,029"
049-2620,2907PM,1.0130,1.2676,0.2546,Main St (SR 114) via 700 S - State St (SR 89),"1,029"
049-2630,2909PM,0.0000,0.8347,0.8347,Foothill Blvd (Rt 2883) via Clay Pit Rd - Redwood Rd (SR 68),505
049-2635,2911PM,0.3347,1.1328,0.7981,Foothill Blvd (Rt 2883) via Still Water Dr - Redwood Rd (SR 68),505
049-2640,2913PM,0.3151,1.1837,0.8686,Foothill Blvd (Rt 2883) via Lariat Blvd - Redwood Rd (SR 68),"4,888"
049-1131,2915PM,0.0000,2.8965,2.8965,SR 85 via 3600 W/1500 N - SR 89  Lehi,"1,028"
049-2645,2916PM,0.3642,0.6039,0.2397,1100 S (Rt 2907) via 500 E - I-15 SB Ramps/SR 180,"2,010"
049-1135,2918PM,0.0000,0.1610,0.1610,SR 89 at 100 West American Fork,"1,976"
049-1140,2918PM,0.1610,0.4310,0.2700,100 North via 100 West American Fork,"2,583"
049-1141,2918PM,0.4310,0.9920,0.5610,300 North via 100 West American Fork,"3,221"
049-1865,2918PM,0.9920,1.5950,0.6030,700 North via 100 West American Fork,"3,435"
049-1143,2918PM,1.5950,2.0710,0.4760,1120 North via 150 West American Fork,"4,320"
049-1860,2918PM,2.0710,3.8410,1.7700,9600 North via 150 West Highland,"3,962"
049-1850,2918PM,3.8410,4.8430,1.0020,SR 92 via 6000 West,"5,013"
049-1851,2918PM,4.8430,6.4028,1.5598,6000 W via Westfield Rd - Main St,"5,298"
049-1853,2920PM,0.0000,5.0340,5.0340,SR 92 via Highland Blvd,"4,255"
035-3425,2920PM,5.0340,8.4835,3.4495,Suncrest Dr via Traverse Ridge Rd - Highland Dr,"1,028"
049-1824,2922PM,0.0000,1.3641,1.3641,900 E via 700 N - 100 E American Fork,"1,087"
049-1825,2922PM,1.5149,1.9187,0.4038,200 E via 700 N - 500 E  American Fork,"7,340"
049-2065,2923PM,0.0000,0.5889,0.5889,East Frontage Road - 2100 North via 300 West,"1,028"
049-2070,2924PM,0.0000,2.1233,2.1233,Jct 1200 East via 9600 North,"2,523"
049-1110,2925PM,0.0000,1.8021,1.8021,SR 92 via N County Blvd/4800 W - 200 N Alpine,"14,497"
049-2085,2926PM,0.0000,1.5668,1.5668,7350 North - SR 73 via 8350 West,"3,800"
035-5665,2927PM,0.0000,1.0282,1.0282,Begin Pvmt via Deer Ridge Dr - Traverse Ridge Rd (Rt 2920),505
049-2650,2928PM,0.0000,0.2170,0.2170,State St (SR 89) via 300 W - Frontage Rd,"2,957"
049-2655,2928PM,0.2170,1.1420,0.9250,300 W via Frontage Rd - 600 E (Rt 2930),"2,957"
049-2660,2928PM,1.1420,1.6494,0.5074,600 E via 900 N - 1200 E (Rt 2932),"2,957"
049-2665,2929PM,0.0000,0.7600,0.7600,7350 N (Rt 2880) via 9150 W - Pioneer Crossing (SR 145),505
049-2670,2929PM,0.7600,1.5310,0.7710,Pioneer Crossing (SR 145) via 1700 W - Main St (Rt 2895),505
049-2675,2929PM,1.5310,2.3150,0.7840,Main St (Rt 2895) via 1700 W - 900 N (Rt 2937),505
049-2680,2929PM,2.3150,2.8348,0.5198,900 N (Rt 2937) via 1700 W - 1500 N (Rt 2915),505
049-2685,2930PM,0.0000,0.7572,0.7572,Main St (Rt 2895) via 500 E/600 E - 900 N (Rt 2928),"3,518"
049-2690,2931PM,0.0000,0.7030,0.7030,1900 S (Rt 2880) via 1100 W - Pioneer Crossing (SR 145),"1,010"
049-2695,2931PM,0.7030,1.5300,0.8270,Pioneer Crossing (SR 145) via 1100 W - Main St (Rt 2895),"1,010"
049-2700,2931PM,1.5300,2.3167,0.7867,Main St (Rt 2895) via 1100 W - 900 N (Rt 2937),505
049-2090,2932PM,0.0000,4.5455,4.5455,Jct SR 89 - SR 74 via 1200 East and 10400 South,"2,055"
049-3280,2933PM,0.0000,1.2404,1.2404,400 S (Rt 2878) via Riverside Dr - Pioneer Crossing (SR 145),505
049-2705,2933PM,2.0279,2.7834,0.7555,River View Dr via Riverside Dr - Crossroads Blvd (Rt 2895),505
049-2710,2933PM,2.7834,3.8046,1.0212,Crossroads Blvd (Rt 2895) via Riverside Dr/3600 W - 1500 N (Rt 2915),505
049-2715,2935PM,0.0000,1.4500,1.4500,Mill Pond Rd (Rt 2944) via 200 S - Mahogany Dr (Rt 2963),505
049-2720,2935PM,1.4500,1.6959,0.2459,Mahogany Dr (Rt 2963) via 300 W - Main St (SR 89),505
049-2095,2936PM,0.0000,0.5054,0.5054,1600 N/600 S via 1200 W/400 W - 200 S  Lindon,"1,028"
049-3285,2936PM,0.5054,1.1348,0.6294,200 S (Rt 2966) via 400 W - Lakeview Rd,505
049-2730,2937PM,0.0000,1.2146,1.2146,Near 700 W via Harvest Hills Blvd - Redwood Rd (SR 68),505
049-2735,2937PM,2.7381,4.7142,1.9761,2300 W (Rt 2878) via 900 N - 500 W (Rt 2887),505
049-2740,2938PM,0.0000,1.6111,1.6111,State St (SR 89) via Locust Ave - 200 S (Rt 2990),"1,849"
049-2745,2939PM,0.0000,1.1010,1.1010,2800 W westerly via 1500 S - 100 E,"1,010"
049-2750,2939PM,1.1010,2.8203,1.7193,1500 S via 100 E - 200 S (Rt 2963),"1,010"
049-2755,2939PM,2.8213,3.1026,0.2813,200 S (Rt 2963) via 100 E - State St (SR 89),"1,010"
049-2100,2940PM,0.0000,0.8512,0.8512,Jct 10400 North - SR 92 via 1200 East in Highland,"8,959"
049-2760,2941PM,0.0000,1.0448,1.0448,Triumph Blvd (Rt 2878) westerly via Ashton Blvd - Club House Dr (SR 92),"1,010"
049-2765,2943PM,0.0000,1.1220,1.1220,Geneva Rd (SR 114) westerly via 200 S - 2000 W,"1,010"
049-2770,2943PM,1.1220,1.8190,0.6970,200 S via 2000 W - 400 N,"1,010"
049-2775,2943PM,1.8190,2.3847,0.5657,400 N via 2000 W - North County Blvd (SR 129),"1,010"
049-2105,2944PM,0.0000,1.1303,1.1303,Jct 7750 North - SR 73 via 850 East in Lehi,"1,028"
049-2780,2945PM,0.0000,1.3320,1.3320,Triumph Blvd (Rt 2878) westerly via Cabelas Blvd - Traverse Mt Blvd (Rt 2947),505
049-2785,2945PM,1.3320,3.3070,1.9750,Traverse Mt Blvd (Rt 2947) via Chapel Ridge Rd - Timpanogas Hwy (SR 92),505
049-1190,2946PM,0.0000,0.6473,0.6473,SR 265 University Parkway (BYU Diagonal),"19,904"
049-1195,2946PM,0.6473,1.1480,0.5007,800 South via 800 East Orem,"17,245"
049-1200,2946PM,1.1480,1.6530,0.5050,400 South via 800 East,"17,471"
049-1205,2946PM,1.6530,2.1780,0.5250,Center Street via 800 East Orem,"11,560"
049-1210,2946PM,2.1780,2.6930,0.5150,400 North via 800 East,"8,679"
049-1215,2946PM,2.6930,3.1970,0.5040,SR 52 800 North via 800 East,"11,698"
049-1805,2946PM,3.1970,3.8290,0.6320,1200 North via 800 East,"12,281"
049-1217,2946PM,3.8290,4.1300,0.3010,Skyline Drive (620 East) via 1600 North,"11,040"
049-1790,2946PM,4.1300,4.6740,0.5440,400 East via 1600 North,"11,487"
049-1770,2946PM,4.6740,5.2525,0.5785,Main Street via 1600 North,"12,135"
049-2790,2947PM,0.6141,1.0980,0.4839,Homestead Dr via Traverse Mt Blvd - Chapel Ridge Rd (Rt 2945),"1,010"
049-2795,2947PM,1.0980,1.9736,0.8756,Chapel Ridge Rd (Rt 2945) via Traverse Rd - Triumph Blvd (Rt 2878),"1,010"
049-2800,2949PM,0.0000,0.7842,0.7842,SR 92 via Park Dr - near Elk Cove Cir,505
049-2805,2949PM,0.9096,1.8360,0.9264,Near Healey Blvd via High Bench Rd - 100 S (Rt 2951),505
049-3290,2949PM,1.8360,3.4080,1.5720,100 S (Rt 2951) via High Bench Rd - Grove Dr,505
049-2810,2949PM,3.4080,4.7453,1.3373,Grove Dr westerly/southerly via Hertiage Hills Dr/Main St - 200 N (Rt 2918),505
049-2815,2950PM,0.0000,1.2750,1.2750,SR 89 via 1600 N - 1700 E (Rt 2830),738
049-2820,2950PM,1.2750,2.8665,1.5915,1700 E (Rt 2830) via 1600 N - Canyon Rd (Rt 2865),738
049-2825,2951PM,0.0000,0.7382,0.7382,Main St (Rt 2925) via 100 S - Alpine Blvd (Rt 2949),505
049-2830,2953PM,0.0000,0.7417,0.7417,Highland Blvd via 11800 N - 6000 W (Rt 2918),"1,010"
049-1220,2954PM,0.0000,0.4720,0.4720,SR 114 via 400 North,"6,060"
049-1225,2954PM,0.4720,1.4780,1.0060,1200 West via 400 North Orem,"10,249"
049-1230,2954PM,1.4780,1.8561,0.3781,400 West via 400 North Orem,"11,759"
049-1235,2954PM,1.8561,2.4950,0.6389,SR 89 via 400 North Orem,"5,987"
049-1810,2954PM,2.4950,2.9965,0.5015,400 East - 800 East via 400 North Orem,"5,828"
049-3295,2954PM,2.9965,3.5696,0.5731,800 E (Rt 2946) via 400 N - Palisade Dr (Rt 2969),"2,444"
049-2835,2955PM,0.0000,1.0810,1.0810,1200 W (Rt 2875) via Deer Meadow Dr - Center St (Rt 2875),505
049-2840,2955PM,1.0810,2.2914,1.2104,Center St (Rt 2875) via 2600 N - 1200 E (Rt 2940),505
049-2110,2956PM,0.0000,0.9165,0.9165,Jct SR 89 - 400 East via 400 North in Lindon,"2,055"
049-2845,2957PM,0.0000,1.0070,1.0070,1200 W (Rt 2875) via 3200 N - Center St (Rt 2875),505
049-2850,2957PM,1.0070,2.0170,1.0100,Center St (Rt 2875) via 3200 N - 1200 E (Rt 2940),505
049-2855,2957PM,2.0170,2.6682,0.6512,1200 E (Rt 2940) via 3200 N/Center Pointe Dr - Timpanogos Hwy (SR 92),505
049-1820,2958PM,0.0000,0.6170,0.6170,SR 265 University Parkway (BYU Diagonal) via 400 West,"7,721"
049-1245,2958PM,0.6170,1.1280,0.5110,800 South via 400 West Orem,"6,716"
049-1250,2958PM,1.1280,1.6270,0.4990,400 South via 400 West Orem,"10,028"
049-1255,2958PM,1.6270,2.1330,0.5060,Center Street via 400 West Orem,"8,579"
049-1240,2958PM,2.1330,2.6561,0.5231,400 North - 800 North (SR 52) via 400 West,"2,109"
049-2860,2959PM,0.0000,1.0050,1.0050,2600 N (Rt 2894) via 900 W - Harvey Blvd (Rt 2995),505
049-2865,2959PM,1.0050,1.5142,0.5092,Harvey Blvd (Rt 2995) via 4000 W - Cedar Hills Dr (Rt 2961),505
049-1260,2960PM,0.0000,0.4530,0.4530,SR 114 via Center Street Orem,"10,691"
049-1880,2960PM,0.4530,0.5680,0.1150,I 15 via Center Street,"29,629"
049-1265,2960PM,0.5680,1.5220,0.9540,1200 West via Center Street Orem,"32,665"
049-1920,2960PM,1.5220,1.9210,0.3990,400 West via Center Street Orem,"33,123"
049-1270,2960PM,1.9210,2.5410,0.6200,Orem Boulevard via Center Street Orem,"30,807"
049-1930,2960PM,2.5410,3.0430,0.5020,400 East via Center Street Orem,"23,751"
049-1275,2960PM,3.0430,3.7560,0.7130,800 East via Center Street Orem,"20,565"
049-1280,2960PM,3.7560,4.2030,0.4470,300 W via 4800 N - University Ave (SR 189) Provo,"13,973"
049-1281,2960PM,4.2030,4.6024,0.3994,SR 189 via Foothill Dr - North Canyon Rd,"5,233"
049-2870,2961PM,0.0000,1.1841,1.1841,4800 W (SR 129) via Cedar Hills Dr - Canyon Rd (Rt 2899),"1,010"
049-1940,2962PM,0.0000,1.0370,1.0370,1720 N Provo via Carterville Rd - 1385 S  Orem,"9,717"
049-1950,2962PM,1.0370,1.7823,0.7453,1385 S via Carterville Rd - 800 S  Orem,"2,367"
049-2875,2963PM,0.0000,1.3107,1.3107,300 W (Rt 2935) via 200 S - SR 89,505
049-1953,2964PM,0.0000,3.3645,3.3645,SR 114 via 400 S - Palisade Dr  Orem,"5,140"
049-1955,2965PM,0.0000,0.5250,0.5250,1200 South at Orem Boulevard,"8,719"
049-1715,2965PM,0.5250,1.0610,0.5360,800 South via Orem Boulevard,"9,133"
049-1705,2965PM,1.0610,1.6100,0.5490,400 South via Orem Boulevard,"10,651"
049-1700,2965PM,1.6100,2.1430,0.5330,Center Street via Orem Boulevard,"8,935"
049-1765,2965PM,2.1430,2.6822,0.5392,400 North - 800 North (SR 52) via Orem Boulevard,"5,485"
049-1285,2966PM,0.0000,0.5060,0.5060,800 South via 400 East Orem,"3,777"
049-1740,2966PM,0.5060,1.0140,0.5080,400 South via 400 East Orem,"6,125"
049-1286,2966PM,1.0140,1.5290,0.5150,Center Street via 400 East Orem,"6,936"
049-1287,2966PM,1.5290,2.0430,0.5140,400 North via 400 East Orem,"5,949"
049-1288,2966PM,2.0430,2.5460,0.5030,800 North (SR 52) via 400 East,"6,408"
049-1735,2966PM,2.5460,3.1200,0.5740,1200 North via 400 East Orem,"3,376"
049-2010,2966PM,3.1200,3.6550,0.5350,1600 North via 400 East Orem,"9,280"
049-2005,2966PM,3.6550,4.1590,0.5040,2000 North via 400 East Orem (2966 turns West),"3,950"
049-2000,2966PM,4.1590,4.6640,0.5050,Main Street via 2000 North Orem,"6,907"
